event_id,time_to_tca,mission_id,risk,max_risk_estimate,max_risk_scaling,miss_distance,relative_speed,relative_position_r,relative_position_t,relative_position_n,relative_velocity_r,relative_velocity_t,relative_velocity_n,t_time_lastob_start,t_time_lastob_end,t_recommended_od_span,t_actual_od_span,t_obs_available,t_obs_used,t_residuals_accepted,t_weighted_rms,t_rcs_estimate,t_cd_area_over_mass,t_cr_area_over_mass,t_sedr,t_j2k_sma,t_j2k_ecc,t_j2k_inc,t_ct_r,t_cn_r,t_cn_t,t_crdot_r,t_crdot_t,t_crdot_n,t_ctdot_r,t_ctdot_t,t_ctdot_n,t_ctdot_rdot,t_cndot_r,t_cndot_t,t_cndot_n,t_cndot_rdot,t_cndot_tdot,c_object_type,c_time_lastob_start,c_time_lastob_end,c_recommended_od_span,c_actual_od_span,c_obs_available,c_obs_used,c_residuals_accepted,c_weighted_rms,c_rcs_estimate,c_cd_area_over_mass,c_cr_area_over_mass,c_sedr,c_j2k_sma,c_j2k_ecc,c_j2k_inc,c_ct_r,c_cn_r,c_cn_t,c_crdot_r,c_crdot_t,c_crdot_n,c_ctdot_r,c_ctdot_t,c_ctdot_n,c_ctdot_rdot,c_cndot_r,c_cndot_t,c_cndot_n,c_cndot_rdot,c_cndot_tdot,t_span,c_span,t_h_apo,t_h_per,c_h_apo,c_h_per,geocentric_latitude,azimuth,elevation,mahalanobis_distance,t_position_covariance_det,c_position_covariance_det,t_sigma_r,c_sigma_r,t_sigma_t,c_sigma_t,t_sigma_n,c_sigma_n,t_sigma_rdot,c_sigma_rdot,t_sigma_tdot,c_sigma_tdot,t_sigma_ndot,c_sigma_ndot,F10,F3M,SSN,AP
0,6.842094791666668,19,-7.296966695266313,-7.208941256408175,1.7878935398314268,31816.0,7929.0,-365.5,26967.0,16880.6,-26.3,-4207.7,6720.9,1.0,0.0,7.5,7.49,215,214,99.4,1.2930000000000001,0.4344,0.015128,0.016234000000000002,1.76762e-05,7084.6981869190795,0.00374389567060276,98.21798344931507,-0.2703540299199198,-0.6570604518065041,0.19626407178680694,0.21033001385773764,-0.9972526098865562,-0.1427713989734235,-0.9984253693928502,0.21635848322613133,0.6566368407248264,-0.15543337344490502,0.4566288017888296,-0.1089734766006537,-0.0864194509802137,0.08134678809198688,-0.4567984125239589,UNKNOWN,180.00000000000003,2.0,29.45,29.44,18.0,17.0,83.3,4.113,,0.308274,0.10661199999999996,0.000378552,7082.28056677471,0.0040967606872182,74.11449714397,-0.012443147370015931,-0.5890987390375574,0.063822603674938,0.017109015576602563,-0.9999832557786982,-0.06483020167740673,-0.9995388260424921,-0.015848117436526636,0.5885562852845382,0.011186771506563222,0.18255338613618172,-0.14269265413907248,-0.5065542516324629,0.1425216406114409,-0.17886407763385626,1.5,2.0,733.0855577886142,680.0368160495464,733.1579753765218,675.1291581728982,-66.17128333907824,57.95088231212677,0.1900364784364656,52.08132768407097,77481976.5512244,4.812243396930416e+16,7.414543816041551,212.77521002222042,359.0721375991181,28182.398762348104,4.557018762305024,45.38667205248695,0.37194260309891897,29.669475896955102,0.007762971724797148,0.2239957365665695,0.0118326455199165,1.3750989055337075,76.0,74.0,29.0,11.0
0,6.571817719907408,19,-7.282495925235798,-7.1998330097986365,1.759386214382597,31095.0,7929.0,-361.8,26356.6,16497.2,-25.6,-4207.7,6720.9,1.0,0.0,7.5,7.49,215,214,99.4,1.2930000000000001,0.4344,0.015128,0.016234000000000002,1.76762e-05,7084.69746116048,0.00374402236931055,98.2179838979708,-0.27397275792720804,-0.6569643014802704,0.1996471146077706,0.21295743942712805,-0.9971548384217472,-0.14525999164809306,-0.9984718126016476,0.2208563054854039,0.6565407150926904,-0.15892177203421293,0.4566334461744332,-0.11041487652918984,-0.08629465551986562,0.08231975428466963,-0.4568244995997123,UNKNOWN,180.00000000000003,2.0,29.45,29.44,18.0,17.0,83.3,4.113,,0.308274,0.10661199999999996,0.000378552,7082.28237858052,0.00409666701974865,74.11449799679829,-0.011881175063981758,-0.5889554831446842,0.06495597162407257,0.01658017553120567,-0.9999830125789979,-0.06597053675546939,-0.999552510899432,-0.015964048293915963,0.5883827827837896,0.011269555589181373,0.18254606701377632,-0.14328689606122202,-0.507868169733144,0.1431155419355675,-0.1788812283492379,1.5,2.0,733.0857269348635,680.0351953860973,733.1591312253986,675.1316259356428,-66.1744770523849,57.95088231212677,0.18497850893417986,51.83243066752837,74524849.58985616,4.752619646754083e+16,7.413035140885277,212.7586425976628,352.57906914619883,27984.45103981853,4.556956220987865,45.426864298562364,0.3649860271298067,29.460828230041326,0.0077615275558359,0.22398274487111725,0.011832620166302982,1.375117449529312,75.0,74.0,24.0,9.0
0,6.112985844907408,19,-7.3160528692484865,-7.217885852520928,1.824262786421014,32202.0,7929.0,-370.7,27294.4,17085.1,-26.6,-4207.7,6720.9,1.0,0.0,7.79,7.79,209,208,99.5,1.298,0.4344,0.01454,0.020434,1.70503e-05,7084.69869723011,0.00374390838685222,98.21801237661622,-0.3611509868782684,-0.5603742856302957,0.2356022842342101,0.2950582481844521,-0.9964561514260936,-0.18318961080319154,-0.998903975224214,0.3176119039297535,0.5597219521709258,-0.25036155947619976,0.42226999208669097,-0.11032271487366284,0.025866655349565792,0.08526531796207988,-0.42326378853224395,UNKNOWN,180.00000000000003,2.0,29.45,29.44,18.0,17.0,83.3,4.113,,0.308274,0.10661199999999996,0.000378552,7082.27901927395,0.00409682875558223,74.11449659099459,-0.013285857417397429,-0.5891834379858296,0.06343965706836201,0.017939578508740086,-0.9999834400935677,-0.06444468922128163,-0.9995195084376608,-0.015601286284760959,0.5886604523365716,0.010952147462176376,0.1826071725497443,-0.14247274137417956,-0.5058680292668333,0.14230165985671986,-0.1788759328872435,1.5,2.0,733.086160100991,680.0372343592297,733.1569036151686,675.1271349327326,-66.16954887219308,57.95088231212677,0.19220417874961288,63.876219028962964,58215656.034236096,4.833258229647669e+16,7.834559974880531,212.7843979242839,295.35663188762163,28256.04714039103,4.273193185429369,45.36568086119727,0.3035178907412214,29.74720827237407,0.008190287540739947,0.2239989508904004,0.010530237414227659,1.3750923605343752,75.0,74.0,24.0,9.0
0,5.921955208333333,19,-7.334137699796845,-7.22870655737094,1.8653959995125795,32878.0,7929.0,-376.3,27867.5,17443.8,-27.2,-4207.7,6720.9,1.0,0.0,7.49,7.49,212,211,99.5,1.2919999999999998,0.4344,0.014107,0.021028,1.66299e-05,7084.69947521698,0.0037440370782161297,98.2180269344334,-0.3138708090125837,-0.5221645044510933,0.17273282786627775,0.2493032046507097,-0.9966694169043192,-0.12331445755632353,-0.9987874708643149,0.2672814895507003,0.522442580180407,-0.20168867244545186,0.3989543176895616,-0.0982284103550811,0.08400525904545555,0.07648124932332219,-0.3993375680701405,UNKNOWN,180.00000000000003,2.0,29.45,29.44,18.0,17.0,83.3,4.113,,0.308274,0.10661199999999996,0.000378552,7082.277085527049,0.00409693969613023,74.1144957609761,-0.013969459695534371,-0.5893284933945873,0.06247549310004095,0.018595104543599025,-0.9999836629306904,-0.063474727002132,-0.9995009888056648,-0.0154893876700043,0.5888332294334251,0.010868340405118106,0.1826412904015204,-0.1419752927939605,-0.5046414333202492,0.14180450198917774,-0.17887157848443974,1.5,2.0,733.087852740211,680.0370976937502,733.1557476577382,675.1244233963598,-66.16653364881162,57.95088231212677,0.1965395777189995,67.2292918833846,56582493.0420033,4.88381536979764e+16,7.35378473984655,212.79327996908174,286.30371985009214,28426.292406854613,4.412449433138017,45.32846787615924,0.29535939125072697,29.92666035494105,0.007697680819571569,0.22400433031528647,0.010449167430948746,1.375077088748118,75.0,74.0,24.0,9.0
0,2.2287612152777783,19,-7.332266947466732,-7.227311645317858,1.8631274117473675,32792.0,7929.0,-375.6,27793.8,17399.4,-27.1,-4207.7,6720.9,1.0,0.0,6.62,6.62,242,241,99.5,1.075,0.4344,0.01241,0.020745,1.44918e-05,7084.69972625802,0.00374385497354832,98.218014575007,-0.6514830451421217,-0.35614562337677896,0.2929499784964934,0.5462931255688649,-0.9850785862004172,-0.2385938736273574,-0.9998236804284124,0.6390545515034542,0.3557948060129654,-0.5319536573645325,0.4611986479177343,-0.1872096776343046,0.15403223278974412,0.14049845693955693,-0.4623975508182698,UNKNOWN,180.00000000000003,2.0,29.45,29.44,18.0,17.0,83.3,4.113,,0.308274,0.10661199999999996,0.000378552,7082.27700350648,0.00409692074964603,74.1144958696633,-0.014579109909712262,-0.5893048829018083,0.06288558609526533,0.01921729646113352,-0.9999835062297135,-0.06388781360543709,-0.9994952868060396,-0.015028671490146053,0.5888153757263384,0.010395046734619362,0.1826932073288512,-0.14220048679304054,-0.5047986941062703,0.1420296723700509,-0.17891340717273518,1.5,2.0,733.0868145642671,680.0386379517722,733.1555311168859,675.1244758960728,-66.16694169446285,57.95088231212677,0.19581701137905133,260.59061929571345,1148941.9053000037,4.858774665145299e+16,5.833501521384907,212.79814378889682,62.32870125391673,28349.650791500062,4.173933396689506,45.33292401775999,0.0565794839142246,29.845808750978755,0.006124621620965658,0.22400363836330872,0.007820798552577606,1.3750847246624478,71.0,73.0,0.0,4.0
1,2.5784850462962963,3,-7.855737226238008,-5.514562518923698,8.53712155533557,953.0,63.0,485.7,-798.5,188.2,-53.4,-27.6,20.9,1.0,0.0,6.51,6.51,213,213,99.4,0.997,4.9949,0.01772519,0.01419167,1.17374e-05,7170.60466803672,0.000739740287241342,98.7066617920987,-0.1223547048948363,0.3163211056846391,-0.06350138828890996,0.11848029898568715,-0.9827673663050308,-0.019114362153120058,-0.9998414257280784,0.1051161289614036,-0.3163024405806775,-0.10126722205285292,0.08699434411783966,-0.004500359298350151,0.2193783213686915,-0.03490912437592924,-0.08708867350293671,UNKNOWN,1.0,0.0,14.48,14.48,26.0,24.0,98.6,1.0290000000000001,,0.34592091,0.2179089,0.000296377,7119.518146670841,0.0109893801929543,98.7564174290849,-0.0370722808669047,0.5923314504743519,0.1026535258843823,0.07585131171645773,-0.9989046815232464,-0.06719205458477262,-0.9955954552510968,-0.05664830132246184,-0.5998801893261617,0.017830090766209884,0.4820725662097065,0.16301842976784034,0.9433956837550652,-0.13345700532521146,-0.4948132698486965,4.12,2.0,797.7720531935472,787.1632828798929,819.6202383752452,663.1420549664382,70.50001054943296,37.13469427940536,57.04379008278412,5.15673264260667,1929255.1744098216,18349265785408.047,7.898796750567564,95.15003316659045,45.795059109765646,804.3156687356799,4.07975771040209,70.36668018558983,0.04774016226437757,0.8357971464852049,0.008166896458448682,0.09872438836609007,0.008422967751937634,0.15293109848225148,71.0,71.0,17.0,6.0
1,2.1295179513888893,3,-7.933674074637962,-5.528561592610702,8.701856267466976,935.0,63.0,478.6,-779.0,196.9,-53.4,-27.6,20.9,1.0,0.0,6.61,6.61,207,207,99.4,0.997,4.9949,0.01838446,0.01107922,1.21829e-05,7170.60185000271,0.000739211159680751,98.7066329439445,0.20741295426142967,0.2974979678035355,0.05100937234286055,-0.21526865538385007,-0.9814081456604404,-0.13295099148641767,-0.999858439835539,-0.2233058565549522,-0.2976562623886741,0.2311160046803542,0.051278136962438464,0.1119365865616725,0.1964058119114032,-0.1495122463107569,-0.05274173843557877,UNKNOWN,1.0,0.0,14.48,14.48,26.0,24.0,98.6,1.0290000000000001,,0.34592091,0.2179089,0.000296377,7119.51521445807,0.0109892252686952,98.75641897682449,-0.040085256816219605,0.5922059137923945,0.1011228129547698,0.07831411249020456,-0.9989346807135796,-0.06614928955960349,-0.9954836032576108,-0.054824977017394506,-0.5998633662431355,0.01654931752202303,0.4819633196957066,0.16090666687888053,0.9434411453802212,-0.13174914898574588,-0.4948094052763916,4.12,2.0,797.7654389118597,787.1642610935605,819.6161709536528,663.1402579624872,70.51319041355559,37.13469427940536,57.04379008278412,5.0701725705160525,1589708.812937831,18873531140630.95,7.668533719809487,95.17886533971745,42.408876643329506,815.0996421981389,4.1513527133605015,70.40292428442905,0.043798409426817536,0.8470261392420247,0.007968990552141092,0.0987340137338421,0.008486886399945636,0.15291317089152165,71.0,71.0,17.0,6.0
2,6.852257303240743,1,-4.643209539648284,-4.4988037579729125,0.386347337118708,21175.0,9279.0,14.7,-16644.3,-13090.9,25.3,-5737.5,7293.3,1.0,0.0,3.91,2.81,441,327,99.1,1.307,4.2685,0.02194273,0.014845600000000004,1.75428e-05,7062.08273080282,0.0005503878012786,98.184136581944,-0.2309899498002477,0.0980297711561752,-0.009893571442757508,0.2429082295904988,-0.9998505044932492,0.011693361483017356,-0.987744730357436,0.07643421683843382,-0.09840839974076022,-0.08867318938921838,-0.0015038121798837056,0.01614025898286131,0.2543970357190883,-0.017002570976779843,-0.0018243017167026273,UNKNOWN,2.0,1.0,8.97,8.97,24.0,24.0,100.0,2.377,,2.03444836,0.42732339,0.00179803,7055.24660232443,0.0016593469156342099,98.2688274606657,-0.2831545041222245,0.4431808982832509,0.01953282982649409,0.2806200241547057,-0.9999936245657997,-0.019278205811999655,-0.9981941833986132,0.33866205861117904,-0.431796141618024,-0.33616806022788964,0.3205130539441995,0.3797283130626453,0.2525083523482253,-0.3801974023302426,-0.28966250749950184,21.0,2.0,687.8326149894756,680.0588466161662,688.8167040130365,665.4025006358243,79.51161784395346,51.80854549069944,-0.156211294184413,54.89285979149087,1012202.3860845594,1.4156567936470852e+16,2.385216965667924,84.01548113217194,240.33469973484497,31098.017807582768,1.8127192444906848,53.738471488243036,0.25507443011719244,32.995947306392196,0.0024702326606926396,0.09058776876912196,0.00489535347023863,0.057611048524649676,66.0,71.0,0.0,3.0
2,6.589003842592592,1,-4.775466937393914,-4.729088360589518,0.606271264092151,19999.0,9279.0,-21.1,-15719.4,-12364.2,24.3,-5737.5,7293.3,1.0,0.0,3.84,3.02,450,351,99.1,1.3019999999999998,4.2685,0.02194273,0.014845600000000004,1.7442e-05,7062.083094662209,0.000550467049083866,98.18414709732541,-0.23831961723921186,0.07812985393981707,-0.012750339668513777,0.2501037820992001,-0.9998545765840164,0.0144254986632937,-0.9869533705140828,0.07895656070922064,-0.07780652408154885,-0.09107431135078163,-0.008833327312865895,0.018123411468153654,0.25377056230677736,-0.01944274362450303,0.005241366993917319,UNKNOWN,1.0,0.0,9.6,9.6,24.0,24.0,100.0,2.8,,2.02781954,0.41699569,0.00178105,7055.242001806959,0.00165674667284086,98.2686888378686,-0.21046394193422505,0.5298977523386189,-0.013553790763414786,0.20550548664634186,-0.9999812236292066,0.01277895668383656,-0.9999558828343332,0.21625874920678567,-0.5306624873981556,-0.21131153964477487,0.3930986893291945,0.2353351950752713,-0.031212366098194663,-0.2375061989527558,-0.39149532255246017,21.0,2.0,687.8335387037132,680.0586506207055,688.7937505195398,665.4162530943787,79.50792089604118,51.80854549069944,-0.15003696353739282,52.002209695712516,880964.9688038634,2.086581728402138e+16,2.3452559132974424,116.72224404575803,238.5685320189071,23881.602733753632,1.7326495451948816,62.94553904552808,0.25319110476093565,25.340766862580164,0.0024251442472232733,0.12399363409059072,0.0046568351512059035,0.06473907099942885,66.0,71.0,0.0,3.0
2,6.275289861111111,1,-4.777803953698281,-4.733768303310106,0.6166724386179856,19885.0,9279.0,-24.5,-15630.1,-12294.1,24.2,-5737.5,7293.3,1.0,0.0,3.85,3.3,444,375,99.3,1.278,4.2685,0.01038883,0.00139695,8.259160000000001e-06,7062.08485580827,0.000549253806933695,98.1841417271043,-0.2143739360634068,-0.3196313586637116,-0.028167902691651068,0.33590553400592665,-0.9898000891168242,-0.03298733051379424,-0.9970385955910972,0.1392182313126171,0.3236408708127773,-0.2627143702941984,0.7505095645518601,-0.15645929256897986,-0.2901316474311386,0.27589389630063016,-0.7452308462620121,UNKNOWN,1.0,0.0,9.6,9.6,24.0,24.0,100.0,2.8,,2.02781954,0.41699569,0.00178105,7055.243906379858,0.0016564945976496699,98.26868909442659,-0.21103113504652515,0.5298297339989688,-0.013596132901739168,0.20604117255353324,-0.9999809809225384,0.01281612855033622,-0.9999550213720814,0.21698453825929645,-0.5305751951929853,-0.21200608064083426,0.3933802642643475,0.2338066109406612,-0.03121259626335889,-0.2359924982713277,-0.3917328637953161,21.0,2.0,687.8267328002112,680.0689788163281,688.7938797958777,665.4199329638404,79.50755962788391,51.80854549069944,-0.1494195302786668,57.81297041266517,2184905.0750999483,2.060299022478221e+16,4.093129939107846,116.74336687239237,212.0954799926833,23729.077737958858,1.8498209784728143,62.945511401865176,0.23369880588472144,25.1791404188368,0.004224883282868735,0.12401929505988492,0.008793503662713194,0.06471459864856198,66.0,71.0,0.0,3.0
